,ano,mes,estado,numero,encontro
3364,2015,Janeiro,Paraiba,42,1/1/2015
3365,2016,Janeiro,Paraiba,18,1/1/2016
3366,2017,Janeiro,Paraiba,23,1/1/2017
3367,1998,Fevereiro,Paraiba,0,1/1/1998
3368,1999,Fevereiro,Paraiba,2,1/1/1999
3369,2000,Fevereiro,Paraiba,11,1/1/2000
3370,2001,Fevereiro,Paraiba,6,1/1/2001
3371,2002,Fevereiro,Paraiba,18,1/1/2002
3372,2003,Fevereiro,Paraiba,3,1/1/2003
3373,2004,Fevereiro,Paraiba,3,1/1/2004
3374,2005,Fevereiro,Paraiba,15,1/1/2005
3375,2006,Fevereiro,Paraiba,7,1/1/2006
3376,2007,Fevereiro,Paraiba,7,1/1/2007
3377,2008,Fevereiro,Paraiba,20,1/1/2008
3378,2009,Fevereiro,Paraiba,9,1/1/2009
3379,2010,Fevereiro,Paraiba,15,1/1/2010
3380,2011,Fevereiro,Paraiba,5,1/1/2011
3381,2012,Fevereiro,Paraiba,15,1/1/2012
3382,2013,Fevereiro,Paraiba,9,1/1/2013
3383,2014,Fevereiro,Paraiba,6,1/1/2014
3384,2015,Fevereiro,Paraiba,15,1/1/2015
3385,2016,Fevereiro,Paraiba,4,1/1/2016
3386,2017,Fevereiro,Paraiba,8,1/1/2017
3387,1998,Março,Paraiba,0,1/1/1998
3388,1999,Março,Paraiba,1,1/1/1999
3389,2000,Março,Paraiba,,1/1/2000
3390,2001,Março,Paraiba,0,1/1/2001
3391,2002,Março,Paraiba,3,1/1/2002
3392,2003,Março,Paraiba,0,1/1/2003
3393,2004,Março,Paraiba,3,1/1/2004
3394,2005,Março,Paraiba,13,1/1/2005
3395,2006,Março,Paraiba,4,1/1/2006
3396,2007,Março,Paraiba,1,1/1/2007
3397,2008,Março,Paraiba,8,1/1/2008
3398,2009,Março,Paraiba,2,1/1/2009
3399,2010,Março,Paraiba,16,1/1/2010
3400,2011,Março,Paraiba,6,1/1/2011
3401,2012,Março,Paraiba,4,1/1/2012
3402,2013,Março,Paraiba,3,1/1/2013
3403,2014,Março,Paraiba,18,1/1/2014
3404,2015,Março,Paraiba,7,1/1/2015
3405,2016,Março,Paraiba,1,1/1/2016
3406,2017,Março,Paraiba,2,1/1/2017
3407,1998,Abril,Paraiba,0,1/1/1998
3408,1999,Abril,Paraiba,,1/1/1999
3409,2000,Abril,Paraiba,1,1/1/2000
3410,2001,Abril,Paraiba,0,1/1/2001
3411,2002,Abril,Paraiba,1,1/1/2002
3412,2003,Abril,Paraiba,0,1/1/2003
3413,2004,Abril,Paraiba,3,1/1/2004
3414,2005,Abril,Paraiba,2,1/1/2005
3415,2006,Abril,Paraiba,0,1/1/2006
3416,2007,Abril,Paraiba,0,1/1/2007
3417,2008,Abril,Paraiba,0,1/1/2008
3418,2009,Abril,Paraiba,1,1/1/2009
3419,2010,Abril,Paraiba,2,1/1/2010
3420,2011,Abril,Paraiba,2,1/1/2011
3421,2012,Abril,Paraiba,13,1/1/2012
3422,2013,Abril,Paraiba,6,1/1/2013
3423,2014,Abril,Paraiba,8,1/1/2014
3424,2015,Abril,Paraiba,11,1/1/2015
3425,2016,Abril,Paraiba,1,1/1/2016
3426,2017,Abril,Paraiba,1,1/1/2017
3427,1998,Maio,Paraiba,0,1/1/1998
3428,1999,Maio,Paraiba,0,1/1/1999
3429,2000,Maio,Paraiba,0,1/1/2000
3430,2001,Maio,Paraiba,4,1/1/2001
3431,2002,Maio,Paraiba,1,1/1/2002
3432,2003,Maio,Paraiba,0,1/1/2003
3433,2004,Maio,Paraiba,1,1/1/2004
3434,2005,Maio,Paraiba,0,1/1/2005
3435,2006,Maio,Paraiba,0,1/1/2006
3436,2007,Maio,Paraiba,0,1/1/2007
3437,2008,Maio,Paraiba,0,1/1/2008
3438,2009,Maio,Paraiba,0,1/1/2009
3439,2010,Maio,Paraiba,10,1/1/2010
3440,2011,Maio,Paraiba,0,1/1/2011
3441,2012,Maio,Paraiba,10,1/1/2012
3442,2013,Maio,Paraiba,3,1/1/2013
3443,2014,Maio,Paraiba,1,1/1/2014
3444,2015,Maio,Paraiba,6,1/1/2015
3445,2016,Maio,Paraiba,1,1/1/2016
3446,2017,Maio,Paraiba,1,1/1/2017
3447,1998,Junho,Paraiba,3,1/1/1998
3448,1999,Junho,Paraiba,1,1/1/1999
3449,2000,Junho,Paraiba,2,1/1/2000
3450,2001,Junho,Paraiba,0,1/1/2001
3451,2002,Junho,Paraiba,1,1/1/2002
3452,2003,Junho,Paraiba,0,1/1/2003
3453,2004,Junho,Paraiba,0,1/1/2004
3454,2005,Junho,Paraiba,0,1/1/2005
3455,2006,Junho,Paraiba,0,1/1/2006
3456,2007,Junho,Paraiba,0,1/1/2007
3457,2008,Junho,Paraiba,0,1/1/2008
3458,2009,Junho,Paraiba,0,1/1/2009
3459,2010,Junho,Paraiba,3,1/1/2010
3460,2011,Junho,Paraiba,2,1/1/2011
3461,2012,Junho,Paraiba,5,1/1/2012
3462,2013,Junho,Paraiba,3,1/1/2013
3463,2014,Junho,Paraiba,1,1/1/2014
3464,2015,Junho,Paraiba,0,1/1/2015
3465,2016,Junho,Paraiba,4,1/1/2016
3466,2017,Junho,Paraiba,0,1/1/2017
3467,1998,Julho,Paraiba,0,1/1/1998
3468,1999,Julho,Paraiba,1,1/1/1999
3469,2000,Julho,Paraiba,0,1/1/2000
3470,2001,Julho,Paraiba,8,1/1/2001
3471,2002,Julho,Paraiba,8,1/1/2002
3472,2003,Julho,Paraiba,6,1/1/2003
3473,2004,Julho,Paraiba,1,1/1/2004
3474,2005,Julho,Paraiba,,1/1/2005
3475,2006,Julho,Paraiba,1,1/1/2006
3476,2007,Julho,Paraiba,1,1/1/2007
3477,2008,Julho,Paraiba,0,1/1/2008
3478,2009,Julho,Paraiba,3,1/1/2009
3479,2010,Julho,Paraiba,7,1/1/2010
3480,2011,Julho,Paraiba,6,1/1/2011
3481,2012,Julho,Paraiba,5,1/1/2012
3482,2013,Julho,Paraiba,1,1/1/2013
3483,2014,Julho,Paraiba,9,1/1/2014
3484,2015,Julho,Paraiba,3,1/1/2015
3485,2016,Julho,Paraiba,22,1/1/2016
3486,2017,Julho,Paraiba,2,1/1/2017
3487,1998,Agosto,Paraiba,3,1/1/1998
3488,1999,Agosto,Paraiba,4,1/1/1999
3489,2000,Agosto,Paraiba,7,1/1/2000
3490,2001,Agosto,Paraiba,34,1/1/2001
3491,2002,Agosto,Paraiba,38,1/1/2002
3492,2003,Agosto,Paraiba,14,1/1/2003
3493,2004,Agosto,Paraiba,18,1/1/2004
3494,2005,Agosto,Paraiba,0,1/1/2005
3495,2006,Agosto,Paraiba,3,1/1/2006
3496,2007,Agosto,Paraiba,8,1/1/2007
3497,2008,Agosto,Paraiba,1,1/1/2008
3498,2009,Agosto,Paraiba,4,1/1/2009
3499,2010,Agosto,Paraiba,9,1/1/2010
3500,2011,Agosto,Paraiba,12,1/1/2011
3501,2012,Agosto,Paraiba,13,1/1/2012
3502,2013,Agosto,Paraiba,3,1/1/2013
3503,2014,Agosto,Paraiba,30,1/1/2014
3504,2015,Agosto,Paraiba,5,1/1/2015
3505,2016,Agosto,Paraiba,50,1/1/2016
3506,2017,Agosto,Paraiba,3,1/1/2017
3507,1998,Setembro,Paraiba,50,1/1/1998
3508,1999,Setembro,Paraiba,14,1/1/1999
3509,2000,Setembro,Paraiba,9,1/1/2000
3510,2001,Setembro,Paraiba,98,1/1/2001
3511,2002,Setembro,Paraiba,63,1/1/2002
3512,2003,Setembro,Paraiba,81,1/1/2003
3513,2004,Setembro,Paraiba,34,1/1/2004
3514,2005,Setembro,Paraiba,13,1/1/2005
3515,2006,Setembro,Paraiba,27,1/1/2006
3516,2007,Setembro,Paraiba,22,1/1/2007
3517,2008,Setembro,Paraiba,21,1/1/2008
3518,2009,Setembro,Paraiba,28,1/1/2009
3519,2010,Setembro,Paraiba,37,1/1/2010
3520,2011,Setembro,Paraiba,55,1/1/2011
3521,2012,Setembro,Paraiba,71,1/1/2012
3522,2013,Setembro,Paraiba,25,1/1/2013
3523,2014,Setembro,Paraiba,51,1/1/2014
3524,2015,Setembro,Paraiba,48,1/1/2015
3525,2016,Setembro,Paraiba,131,1/1/2016
3526,2017,Setembro,Paraiba,30,1/1/2017
3527,1998,Outubro,Paraiba,179,1/1/1998
3528,1999,Outubro,Paraiba,48,1/1/1999
3529,2000,Outubro,Paraiba,125,1/1/2000
3530,2001,Outubro,Paraiba,279,1/1/2001
3531,2002,Outubro,Paraiba,193,1/1/2002
3532,2003,Outubro,Paraiba,381,1/1/2003
3533,2004,Outubro,Paraiba,190,1/1/2004
3534,2005,Outubro,Paraiba,155,1/1/2005
3535,2006,Outubro,Paraiba,,1/1/2006
3536,2007,Outubro,Paraiba,111,1/1/2007
3537,2008,Outubro,Paraiba,80,1/1/2008
3538,2009,Outubro,Paraiba,117,1/1/2009
3539,2010,Outubro,Paraiba,150,1/1/2010
3540,2011,Outubro,Paraiba,200,1/1/2011
3541,2012,Outubro,Paraiba,136,1/1/2012
3542,2013,Outubro,Paraiba,58,1/1/2013
3543,2014,Outubro,Paraiba,70,1/1/2014
3544,2015,Outubro,Paraiba,121,1/1/2015
3545,2016,Outubro,Paraiba,304,1/1/2016
3546,2017,Outubro,Paraiba,123,1/1/2017
3547,1998,Novembro,Paraiba,46,1/1/1998
3548,1999,Novembro,Paraiba,38,1/1/1999
3549,2000,Novembro,Paraiba,65,1/1/2000
3550,2001,Novembro,Paraiba,294,1/1/2001
3551,2002,Novembro,Paraiba,238,1/1/2002
3552,2003,Novembro,Paraiba,538,1/1/2003
3553,2004,Novembro,Paraiba,331,1/1/2004
3554,2005,Novembro,Paraiba,280,1/1/2005
3555,2006,Novembro,Paraiba,215,1/1/2006
3556,2007,Novembro,Paraiba,256,1/1/2007
3557,2008,Novembro,Paraiba,175,1/1/2008
3558,2009,Novembro,Paraiba,428,1/1/2009
3559,2010,Novembro,Paraiba,451,1/1/2010
3560,2011,Novembro,Paraiba,359,1/1/2011
3561,2012,Novembro,Paraiba,130,1/1/2012
3562,2013,Novembro,Paraiba,95,1/1/2013
3563,2014,Novembro,Paraiba,111,1/1/2014
3564,2015,Novembro,Paraiba,206,1/1/2015
3565,2016,Novembro,Paraiba,132,1/1/2016
3566,2017,Novembro,Paraiba,101,1/1/2017
3567,1998,Dezembro,Paraiba,51,1/1/1998
3568,1999,Dezembro,Paraiba,40,1/1/1999
3569,2000,Dezembro,Paraiba,34,1/1/2000
3570,2001,Dezembro,Paraiba,70,1/1/2001
3571,2002,Dezembro,Paraiba,163,1/1/2002
3572,2003,Dezembro,Paraiba,288,1/1/2003
3573,2004,Dezembro,Paraiba,351,1/1/2004
3574,2005,Dezembro,Paraiba,159,1/1/2005
3575,2006,Dezembro,Paraiba,196,1/1/2006
3576,2007,Dezembro,Paraiba,,1/1/2007
3577,2008,Dezembro,Paraiba,187,1/1/2008
3578,2009,Dezembro,Paraiba,270,1/1/2009
3579,2010,Dezembro,Paraiba,65,1/1/2010
3580,2011,Dezembro,Paraiba,179,1/1/2011
3581,2012,Dezembro,Paraiba,62,1/1/2012
3582,2013,Dezembro,Paraiba,78,1/1/2013
3583,2014,Dezembro,Paraiba,62,1/1/2014
3584,2015,Dezembro,Paraiba,122,1/1/2015
3585,2016,Dezembro,Paraiba,8,1/1/2016
3586,1998,Janeiro,Paraiba,0,1/1/1998
3587,1999,Janeiro,Paraiba,7,1/1/1999
3588,2000,Janeiro,Paraiba,49,1/1/2000
3589,2001,Janeiro,Paraiba,32,1/1/2001
3590,2002,Janeiro,Paraiba,47,1/1/2002
3591,2003,Janeiro,Paraiba,109,1/1/2003
3592,2004,Janeiro,Paraiba,88,1/1/2004
3593,2005,Janeiro,Paraiba,55,1/1/2005
3594,2006,Janeiro,Paraiba,78,1/1/2006
3595,2007,Janeiro,Paraiba,11,1/1/2007
3596,2008,Janeiro,Paraiba,35,1/1/2008
3597,2009,Janeiro,Paraiba,35,1/1/2009
3598,2010,Janeiro,Paraiba,18,1/1/2010
3599,2011,Janeiro,Paraiba,,1/1/2011
3600,2012,Janeiro,Paraiba,31,1/1/2012
3601,2013,Janeiro,Paraiba,28,1/1/2013
3602,2014,Janeiro,Paraiba,86,1/1/2014
3603,2015,Janeiro,Paraiba,120,1/1/2015
3604,2016,Janeiro,Paraiba,113,1/1/2016
3605,2017,Janeiro,Paraiba,55,1/1/2017
3606,1998,Fevereiro,Paraiba,,1/1/1998
3607,1999,Fevereiro,Paraiba,22,1/1/1999
3608,2000,Fevereiro,Paraiba,67,1/1/2000
3609,2001,Fevereiro,Paraiba,8,1/1/2001
3610,2002,Fevereiro,Paraiba,24,1/1/2002
3611,2003,Fevereiro,Paraiba,46,1/1/2003
3612,2004,Fevereiro,Paraiba,42,1/1/2004
3613,2005,Fevereiro,Paraiba,77,1/1/2005
3614,2006,Fevereiro,Paraiba,60,1/1/2006
3615,2007,Fevereiro,Paraiba,32,1/1/2007
3616,2008,Fevereiro,Paraiba,38,1/1/2008
3617,2009,Fevereiro,Paraiba,21,1/1/2009
3618,2010,Fevereiro,Paraiba,46,1/1/2010
3619,2011,Fevereiro,Paraiba,8,1/1/2011
3620,2012,Fevereiro,Paraiba,40,1/1/2012
3621,2013,Fevereiro,Paraiba,9,1/1/2013
3622,2014,Fevereiro,Paraiba,52,1/1/2014
3623,2015,Fevereiro,Paraiba,58,1/1/2015
3624,2016,Fevereiro,Paraiba,31,1/1/2016
3625,2017,Fevereiro,Paraiba,60,1/1/2017
3626,1998,Março,Paraiba,0,1/1/1998
3627,1999,Março,Paraiba,40,1/1/1999
3628,2000,Março,Paraiba,52,1/1/2000
3629,2001,Março,Paraiba,12,1/1/2001
3630,2002,Março,Paraiba,18,1/1/2002
3631,2003,Março,Paraiba,76,1/1/2003
3632,2004,Março,Paraiba,83,1/1/2004
3633,2005,Março,Paraiba,84,1/1/2005
3634,2006,Março,Paraiba,56,1/1/2006
3635,2007,Março,Paraiba,54,1/1/2007
3636,2008,Março,Paraiba,43,1/1/2008
3637,2009,Março,Paraiba,57,1/1/2009
3638,2010,Março,Paraiba,22,1/1/2010
3639,2011,Março,Paraiba,21,1/1/2011
3640,2012,Março,Paraiba,55,1/1/2012
3641,2013,Março,Paraiba,18,1/1/2013
3642,2014,Março,Paraiba,42,1/1/2014
3643,2015,Março,Paraiba,55,1/1/2015
3644,2016,Março,Paraiba,63,1/1/2016
3645,2017,Março,Paraiba,43,1/1/2017
3646,1998,Abril,Paraiba,0,1/1/1998
3647,1999,Abril,Paraiba,39,1/1/1999
3648,2000,Abril,Paraiba,51,1/1/2000
3649,2001,Abril,Paraiba,43,1/1/2001
3650,2002,Abril,Paraiba,84,1/1/2002
3651,2003,Abril,Paraiba,130,1/1/2003
3652,2004,Abril,Paraiba,68,1/1/2004
3653,2005,Abril,Paraiba,22,1/1/2005
3654,2006,Abril,Paraiba,49,1/1/2006
3655,2007,Abril,Paraiba,14,1/1/2007
3656,2008,Abril,Paraiba,62,1/1/2008
3657,2009,Abril,Paraiba,80,1/1/2009
3658,2010,Abril,Paraiba,71,1/1/2010
3659,2011,Abril,Paraiba,38,1/1/2011
3660,2012,Abril,Paraiba,38,1/1/2012
3661,2013,Abril,Paraiba,72,1/1/2013
3662,2014,Abril,Paraiba,38,1/1/2014
3663,2015,Abril,Paraiba,83,1/1/2015
3664,2016,Abril,Paraiba,167,1/1/2016
3665,2017,Abril,Paraiba,77,1/1/2017
3666,1998,Maio,Paraiba,0,1/1/1998
3667,1999,Maio,Paraiba,57,1/1/1999
3668,2000,Maio,Paraiba,43,1/1/2000
3669,2001,Maio,Paraiba,26,1/1/2001
3670,2002,Maio,Paraiba,65,1/1/2002
3671,2003,Maio,Paraiba,115,1/1/2003
3672,2004,Maio,Paraiba,9,1/1/2004
3673,2005,Maio,Paraiba,125,1/1/2005
3674,2006,Maio,Paraiba,90,1/1/2006
3675,2007,Maio,Paraiba,14,1/1/2007
3676,2008,Maio,Paraiba,41,1/1/2008
3677,2009,Maio,Paraiba,117,1/1/2009
3678,2010,Maio,Paraiba,39,1/1/2010
3679,2011,Maio,Paraiba,97,1/1/2011
3680,2012,Maio,Paraiba,86,1/1/2012
3681,2013,Maio,Paraiba,85,1/1/2013
3682,2014,Maio,Paraiba,109,1/1/2014
3683,2015,Maio,Paraiba,77,1/1/2015
3684,2016,Maio,Paraiba,72,1/1/2016
3685,2017,Maio,Paraiba,49,1/1/2017
3686,1998,Junho,Paraiba,36,1/1/1998
3687,1999,Junho,Paraiba,31,1/1/1999
3688,2000,Junho,Paraiba,53,1/1/2000
3689,2001,Junho,Paraiba,43,1/1/2001
3690,2002,Junho,Paraiba,115,1/1/2002
3691,2003,Junho,Paraiba,159,1/1/2003
3692,2004,Junho,Paraiba,147,1/1/2004
3693,2005,Junho,Paraiba,114,1/1/2005
3694,2006,Junho,Paraiba,62,1/1/2006
3695,2007,Junho,Paraiba,57,1/1/2007
3696,2008,Junho,Paraiba,17,1/1/2008
3697,2009,Junho,Paraiba,105,1/1/2009
3698,2010,Junho,Paraiba,55,1/1/2010
3699,2011,Junho,Paraiba,162,1/1/2011
3700,2012,Junho,Paraiba,77,1/1/2012
3701,2013,Junho,Paraiba,52,1/1/2013
3702,2014,Junho,Paraiba,112,1/1/2014
3703,2015,Junho,Paraiba,201,1/1/2015
3704,2016,Junho,Paraiba,238,1/1/2016
3705,2017,Junho,Paraiba,169,1/1/2017
3706,1998,Julho,Paraiba,59,1/1/1998
3707,1999,Julho,Paraiba,94,1/1/1999
3708,2000,Julho,Paraiba,98,1/1/2000
3709,2001,Julho,Paraiba,122,1/1/2001
3710,2002,Julho,Paraiba,172,1/1/2002
3711,2003,Julho,Paraiba,101,1/1/2003
3712,2004,Julho,Paraiba,148,1/1/2004
3713,2005,Julho,Paraiba,155,1/1/2005
3714,2006,Julho,Paraiba,139,1/1/2006
3715,2007,Julho,Paraiba,60,1/1/2007
3716,2008,Julho,Paraiba,87,1/1/2008
3717,2009,Julho,Paraiba,34,1/1/2009
3718,2010,Julho,Paraiba,,1/1/2010
3719,2011,Julho,Paraiba,262,1/1/2011
3720,2012,Julho,Paraiba,111,1/1/2012
3721,2013,Julho,Paraiba,168,1/1/2013
3722,2014,Julho,Paraiba,215,1/1/2014
3723,2015,Julho,Paraiba,137,1/1/2015
3724,2016,Julho,Paraiba,504,1/1/2016
3725,2017,Julho,Paraiba,891,1/1/2017
3726,1998,Agosto,Paraiba,42,1/1/1998
3727,1999,Agosto,Paraiba,938,1/1/1999
3728,2000,Agosto,Paraiba,849,1/1/2000
3729,2001,Agosto,Paraiba,342,1/1/2001
3730,2002,Agosto,Paraiba,1.593,1/1/2002
3731,2003,Agosto,Paraiba,1.896,1/1/2003
3732,2004,Agosto,Paraiba,1.237,1/1/2004
3733,2005,Agosto,Paraiba,800,1/1/2005
3734,2006,Agosto,Paraiba,844,1/1/2006
3735,2007,Agosto,Paraiba,580,1/1/2007
3736,2008,Agosto,Paraiba,,1/1/2008
3737,2009,Agosto,Paraiba,844,1/1/2009
3738,2010,Agosto,Paraiba,733,1/1/2010
3739,2011,Agosto,Paraiba,435,1/1/2011
3740,2012,Agosto,Paraiba,522,1/1/2012
3741,2013,Agosto,Paraiba,481,1/1/2013
3742,2014,Agosto,Paraiba,646,1/1/2014
3743,2015,Agosto,Paraiba,651,1/1/2015
3744,2016,Agosto,Paraiba,1.01,1/1/2016
3745,2017,Agosto,Paraiba,987,1/1/2017
3746,1998,Setembro,Paraiba,61,1/1/1998
3747,1999,Setembro,Paraiba,878,1/1/1999
3748,2000,Setembro,Paraiba,381,1/1/2000
3749,2001,Setembro,Paraiba,258,1/1/2001
3750,2002,Setembro,Paraiba,1.071,1/1/2002
3751,2003,Setembro,Paraiba,2.446,1/1/2003
3752,2004,Setembro,Paraiba,1.36,1/1/2004
3753,2005,Setembro,Paraiba,386,1/1/2005
3754,2006,Setembro,Paraiba,866,1/1/2006
3755,2007,Setembro,Paraiba,960,1/1/2007
3756,2008,Setembro,Paraiba,413,1/1/2008
3757,2009,Setembro,Paraiba,149,1/1/2009
3758,2010,Setembro,Paraiba,270,1/1/2010
3759,2011,Setembro,Paraiba,913,1/1/2011
3760,2012,Setembro,Paraiba,459,1/1/2012
3761,2013,Setembro,Paraiba,476,1/1/2013
3762,2014,Setembro,Paraiba,443,1/1/2014
3763,2015,Setembro,Paraiba,599,1/1/2015
3764,2016,Setembro,Paraiba,1.371,1/1/2016
3765,2017,Setembro,Paraiba,1.706,1/1/2017
3766,1998,Outubro,Paraiba,61,1/1/1998
3767,1999,Outubro,Paraiba,452,1/1/1999
3768,2000,Outubro,Paraiba,658,1/1/2000
3769,2001,Outubro,Paraiba,209,1/1/2001
3770,2002,Outubro,Paraiba,399,1/1/2002
3771,2003,Outubro,Paraiba,1.228,1/1/2003
3772,2004,Outubro,Paraiba,666,1/1/2004
3773,2005,Outubro,Paraiba,157,1/1/2005
3774,2006,Outubro,Paraiba,327,1/1/2006
3775,2007,Outubro,Paraiba,194,1/1/2007
3776,2008,Outubro,Paraiba,78,1/1/2008
3777,2009,Outubro,Paraiba,424,1/1/2009
3778,2010,Outubro,Paraiba,230,1/1/2010
3779,2011,Outubro,Paraiba,256,1/1/2011
3780,2012,Outubro,Paraiba,145,1/1/2012
3781,2013,Outubro,Paraiba,233,1/1/2013
3782,2014,Outubro,Paraiba,411,1/1/2014
3783,2015,Outubro,Paraiba,158,1/1/2015
3784,2016,Outubro,Paraiba,193,1/1/2016
3785,2017,Outubro,Paraiba,134,1/1/2017
3786,1998,Novembro,Paraiba,143,1/1/1998
3787,1999,Novembro,Paraiba,447,1/1/1999
3788,2000,Novembro,Paraiba,85,1/1/2000
3789,2001,Novembro,Paraiba,89,1/1/2001
3790,2002,Novembro,Paraiba,425,1/1/2002
3791,2003,Novembro,Paraiba,503,1/1/2003
3792,2004,Novembro,Paraiba,388,1/1/2004
3793,2005,Novembro,Paraiba,597,1/1/2005
3794,2006,Novembro,Paraiba,60,1/1/2006
3795,2007,Novembro,Paraiba,59,1/1/2007
3796,2008,Novembro,Paraiba,39,1/1/2008
3797,2009,Novembro,Paraiba,90,1/1/2009
3798,2010,Novembro,Paraiba,183,1/1/2010
3799,2011,Novembro,Paraiba,138,1/1/2011
3800,2012,Novembro,Paraiba,142,1/1/2012
3801,2013,Novembro,Paraiba,126,1/1/2013
3802,2014,Novembro,Paraiba,68,1/1/2014
3803,2015,Novembro,Paraiba,18,1/1/2015
3804,2016,Novembro,Paraiba,275,1/1/2016
3805,2017,Novembro,Paraiba,292,1/1/2017
3806,1998,Dezembro,Paraiba,82,1/1/1998
3807,1999,Dezembro,Paraiba,254,1/1/1999
3808,2000,Dezembro,Paraiba,159,1/1/2000
3809,2001,Dezembro,Paraiba,85,1/1/2001
3810,2002,Dezembro,Paraiba,165,1/1/2002
3811,2003,Dezembro,Paraiba,171,1/1/2003
3812,2004,Dezembro,Paraiba,151,1/1/2004
3813,2005,Dezembro,Paraiba,40,1/1/2005
3814,2006,Dezembro,Paraiba,6,1/1/2006
3815,2007,Dezembro,Paraiba,22,1/1/2007
3816,2008,Dezembro,Paraiba,62,1/1/2008
3817,2009,Dezembro,Paraiba,30,1/1/2009
3818,2010,Dezembro,Paraiba,37,1/1/2010
3819,2011,Dezembro,Paraiba,78,1/1/2011
3820,2012,Dezembro,Paraiba,54,1/1/2012
3821,2013,Dezembro,Paraiba,155,1/1/2013
3822,2014,Dezembro,Paraiba,78,1/1/2014
3823,2015,Dezembro,Paraiba,30,1/1/2015
3824,2016,Dezembro,Paraiba,45,1/1/2016
3825,1998,Janeiro,Pernambuco,0,1/1/1998
3826,1999,Janeiro,Pernambuco,102,1/1/1999
3827,2000,Janeiro,Pernambuco,3,1/1/2000
3828,2001,Janeiro,Pernambuco,7,1/1/2001
3829,2002,Janeiro,Pernambuco,10,1/1/2002
3830,2003,Janeiro,Pernambuco,188,1/1/2003
3831,2004,Janeiro,Pernambuco,29,1/1/2004
3832,2005,Janeiro,Pernambuco,221,1/1/2005
3833,2006,Janeiro,Pernambuco,148,1/1/2006
3834,2007,Janeiro,Pernambuco,156,1/1/2007
3835,2008,Janeiro,Pernambuco,170,1/1/2008
3836,2009,Janeiro,Pernambuco,256,1/1/2009
3837,2010,Janeiro,Pernambuco,,1/1/2010
3838,2011,Janeiro,Pernambuco,49,1/1/2011
3839,2012,Janeiro,Pernambuco,146,1/1/2012
3840,2013,Janeiro,Pernambuco,55,1/1/2013
3841,2014,Janeiro,Pernambuco,99,1/1/2014
3842,2015,Janeiro,Pernambuco,109,1/1/2015
3843,2016,Janeiro,Pernambuco,24,1/1/2016
3844,2017,Janeiro,Pernambuco,52,1/1/2017
3845,1998,Fevereiro,Pernambuco,0,1/1/1998
3846,1999,Fevereiro,Pernambuco,13,1/1/1999
3847,2000,Fevereiro,Pernambuco,4,1/1/2000
3848,2001,Fevereiro,Pernambuco,2,1/1/2001
3849,2002,Fevereiro,Pernambuco,,1/1/2002
3850,2003,Fevereiro,Pernambuco,35,1/1/2003
3851,2004,Fevereiro,Pernambuco,8,1/1/2004
3852,2005,Fevereiro,Pernambuco,33,1/1/2005
3853,2006,Fevereiro,Pernambuco,41,1/1/2006
3854,2007,Fevereiro,Pernambuco,21,1/1/2007
3855,2008,Fevereiro,Pernambuco,48,1/1/2008
3856,2009,Fevereiro,Pernambuco,28,1/1/2009
3857,2010,Fevereiro,Pernambuco,33,1/1/2010
3858,2011,Fevereiro,Pernambuco,25,1/1/2011
3859,2012,Fevereiro,Pernambuco,64,1/1/2012
3860,2013,Fevereiro,Pernambuco,29,1/1/2013
3861,2014,Fevereiro,Pernambuco,25,1/1/2014
3862,2015,Fevereiro,Pernambuco,55,1/1/2015
3863,2016,Fevereiro,Pernambuco,19,1/1/2016
3864,2017,Fevereiro,Pernambuco,23,1/1/2017
3865,1998,Março,Pernambuco,0,1/1/1998
3866,1999,Março,Pernambuco,27,1/1/1999
3867,2000,Março,Pernambuco,14,1/1/2000
3868,2001,Março,Pernambuco,0,1/1/2001
3869,2002,Março,Pernambuco,24,1/1/2002
3870,2003,Março,Pernambuco,9,1/1/2003
3871,2004,Março,Pernambuco,6,1/1/2004
3872,2005,Março,Pernambuco,45,1/1/2005
3873,2006,Março,Pernambuco,,1/1/2006
3874,2007,Março,Pernambuco,4,1/1/2007
3875,2008,Março,Pernambuco,32,1/1/2008
3876,2009,Março,Pernambuco,15,1/1/2009
3877,2010,Março,Pernambuco,59,1/1/2010
3878,2011,Março,Pernambuco,39,1/1/2011
3879,2012,Março,Pernambuco,44,1/1/2012
3880,2013,Março,Pernambuco,40,1/1/2013
3881,2014,Março,Pernambuco,36,1/1/2014
3882,2015,Março,Pernambuco,33,1/1/2015
3883,2016,Março,Pernambuco,4,1/1/2016
3884,2017,Março,Pernambuco,7,1/1/2017
3885,1998,Abril,Pernambuco,0,1/1/1998
3886,1999,Abril,Pernambuco,2,1/1/1999
3887,2000,Abril,Pernambuco,1,1/1/2000
3888,2001,Abril,Pernambuco,,1/1/2001
3889,2002,Abril,Pernambuco,5,1/1/2002
3890,2003,Abril,Pernambuco,7,1/1/2003
3891,2004,Abril,Pernambuco,5,1/1/2004
3892,2005,Abril,Pernambuco,1,1/1/2005
3893,2006,Abril,Pernambuco,2,1/1/2006
3894,2007,Abril,Pernambuco,1,1/1/2007
3895,2008,Abril,Pernambuco,5,1/1/2008
3896,2009,Abril,Pernambuco,3,1/1/2009
3897,2010,Abril,Pernambuco,2,1/1/2010
3898,2011,Abril,Pernambuco,22,1/1/2011
3899,2012,Abril,Pernambuco,46,1/1/2012
3900,2013,Abril,Pernambuco,11,1/1/2013
3901,2014,Abril,Pernambuco,10,1/1/2014
