,ano,mes,estado,numero,encontro
5388,2007,Julho,Roraima,3,1/1/2007
5389,2008,Julho,Roraima,0,1/1/2008
5390,2009,Julho,Roraima,18,1/1/2009
5391,2010,Julho,Roraima,1,1/1/2010
5392,2011,Julho,Roraima,9,1/1/2011
5393,2012,Julho,Roraima,2,1/1/2012
5394,2013,Julho,Roraima,4,1/1/2013
5395,2014,Julho,Roraima,9,1/1/2014
5396,2015,Julho,Roraima,5,1/1/2015
5397,2016,Julho,Roraima,0,1/1/2016
5398,2017,Julho,Roraima,3,1/1/2017
5399,1998,Agosto,Roraima,0,1/1/1998
5400,1999,Agosto,Roraima,1,1/1/1999
5401,2000,Agosto,Roraima,9,1/1/2000
5402,2001,Agosto,Roraima,4,1/1/2001
5403,2002,Agosto,Roraima,7,1/1/2002
5404,2003,Agosto,Roraima,2,1/1/2003
5405,2004,Agosto,Roraima,18,1/1/2004
5406,2005,Agosto,Roraima,9,1/1/2005
5407,2006,Agosto,Roraima,4,1/1/2006
5408,2007,Agosto,Roraima,2,1/1/2007
5409,2008,Agosto,Roraima,,1/1/2008
5410,2009,Agosto,Roraima,29,1/1/2009
5411,2010,Agosto,Roraima,3,1/1/2010
5412,2011,Agosto,Roraima,39,1/1/2011
5413,2012,Agosto,Roraima,4,1/1/2012
5414,2013,Agosto,Roraima,3,1/1/2013
5415,2014,Agosto,Roraima,12,1/1/2014
5416,2015,Agosto,Roraima,11,1/1/2015
5417,2016,Agosto,Roraima,11,1/1/2016
5418,2017,Agosto,Roraima,35,1/1/2017
5419,1998,Setembro,Roraima,2,1/1/1998
5420,1999,Setembro,Roraima,3,1/1/1999
5421,2000,Setembro,Roraima,12,1/1/2000
5422,2001,Setembro,Roraima,1,1/1/2001
5423,2002,Setembro,Roraima,48,1/1/2002
5424,2003,Setembro,Roraima,6,1/1/2003
5425,2004,Setembro,Roraima,9,1/1/2004
5426,2005,Setembro,Roraima,72,1/1/2005
5427,2006,Setembro,Roraima,40,1/1/2006
5428,2007,Setembro,Roraima,9,1/1/2007
5429,2008,Setembro,Roraima,17,1/1/2008
5430,2009,Setembro,Roraima,117,1/1/2009
5431,2010,Setembro,Roraima,18,1/1/2010
5432,2011,Setembro,Roraima,53,1/1/2011
5433,2012,Setembro,Roraima,67,1/1/2012
5434,2013,Setembro,Roraima,18,1/1/2013
5435,2014,Setembro,Roraima,67,1/1/2014
5436,2015,Setembro,Roraima,77,1/1/2015
5437,2016,Setembro,Roraima,19,1/1/2016
5438,2017,Setembro,Roraima,43,1/1/2017
5439,1998,Outubro,Roraima,1,1/1/1998
5440,1999,Outubro,Roraima,10,1/1/1999
5441,2000,Outubro,Roraima,25,1/1/2000
5442,2001,Outubro,Roraima,13,1/1/2001
5443,2002,Outubro,Roraima,191,1/1/2002
5444,2003,Outubro,Roraima,14,1/1/2003
5445,2004,Outubro,Roraima,53,1/1/2004
5446,2005,Outubro,Roraima,88,1/1/2005
5447,2006,Outubro,Roraima,135,1/1/2006
5448,2007,Outubro,Roraima,15,1/1/2007
5449,2008,Outubro,Roraima,78,1/1/2008
5450,2009,Outubro,Roraima,197,1/1/2009
5451,2010,Outubro,Roraima,64,1/1/2010
5452,2011,Outubro,Roraima,65,1/1/2011
5453,2012,Outubro,Roraima,152,1/1/2012
5454,2013,Outubro,Roraima,63,1/1/2013
5455,2014,Outubro,Roraima,61,1/1/2014
5456,2015,Outubro,Roraima,181,1/1/2015
5457,2016,Outubro,Roraima,101,1/1/2016
5458,2017,Outubro,Roraima,156,1/1/2017
5459,1998,Novembro,Roraima,1,1/1/1998
5460,1999,Novembro,Roraima,15,1/1/1999
5461,2000,Novembro,Roraima,32,1/1/2000
5462,2001,Novembro,Roraima,76,1/1/2001
5463,2002,Novembro,Roraima,133,1/1/2002
5464,2003,Novembro,Roraima,27,1/1/2003
5465,2004,Novembro,Roraima,135,1/1/2004
5466,2005,Novembro,Roraima,135,1/1/2005
5467,2006,Novembro,Roraima,26,1/1/2006
5468,2007,Novembro,Roraima,112,1/1/2007
5469,2008,Novembro,Roraima,39,1/1/2008
5470,2009,Novembro,Roraima,312,1/1/2009
5471,2010,Novembro,Roraima,27,1/1/2010
5472,2011,Novembro,Roraima,,1/1/2011
5473,2012,Novembro,Roraima,187,1/1/2012
5474,2013,Novembro,Roraima,106,1/1/2013
5475,2014,Novembro,Roraima,143,1/1/2014
5476,2015,Novembro,Roraima,280,1/1/2015
5477,2016,Novembro,Roraima,71,1/1/2016
5478,2017,Novembro,Roraima,327,1/1/2017
5479,1998,Dezembro,Roraima,16,1/1/1998
5480,1999,Dezembro,Roraima,35,1/1/1999
5481,2000,Dezembro,Roraima,77,1/1/2000
5482,2001,Dezembro,Roraima,76,1/1/2001
5483,2002,Dezembro,Roraima,199,1/1/2002
5484,2003,Dezembro,Roraima,157,1/1/2003
5485,2004,Dezembro,Roraima,160,1/1/2004
5486,2005,Dezembro,Roraima,71,1/1/2005
5487,2006,Dezembro,Roraima,101,1/1/2006
5488,2007,Dezembro,Roraima,8,1/1/2007
5489,2008,Dezembro,Roraima,5,1/1/2008
5490,2009,Dezembro,Roraima,290,1/1/2009
5491,2010,Dezembro,Roraima,73,1/1/2010
5492,2011,Dezembro,Roraima,249,1/1/2011
5493,2012,Dezembro,Roraima,78,1/1/2012
5494,2013,Dezembro,Roraima,65,1/1/2013
5495,2014,Dezembro,Roraima,277,1/1/2014
5496,2015,Dezembro,Roraima,304,1/1/2015
5497,2016,Dezembro,Roraima,136,1/1/2016
5498,1998,Janeiro,Santa Catarina,0,1/1/1998
5499,1999,Janeiro,Santa Catarina,11,1/1/1999
5500,2000,Janeiro,Santa Catarina,14,1/1/2000
5501,2001,Janeiro,Santa Catarina,11,1/1/2001
5502,2002,Janeiro,Santa Catarina,22,1/1/2002
5503,2003,Janeiro,Santa Catarina,45,1/1/2003
5504,2004,Janeiro,Santa Catarina,37,1/1/2004
5505,2005,Janeiro,Santa Catarina,46,1/1/2005
5506,2006,Janeiro,Santa Catarina,41,1/1/2006
5507,2007,Janeiro,Santa Catarina,9,1/1/2007
5508,2008,Janeiro,Santa Catarina,25,1/1/2008
5509,2009,Janeiro,Santa Catarina,21,1/1/2009
5510,2010,Janeiro,Santa Catarina,2,1/1/2010
5511,2011,Janeiro,Santa Catarina,9,1/1/2011
5512,2012,Janeiro,Santa Catarina,14,1/1/2012
5513,2013,Janeiro,Santa Catarina,18,1/1/2013
5514,2014,Janeiro,Santa Catarina,58,1/1/2014
5515,2015,Janeiro,Santa Catarina,28,1/1/2015
5516,2016,Janeiro,Santa Catarina,53,1/1/2016
5517,2017,Janeiro,Santa Catarina,46,1/1/2017
5518,1998,Fevereiro,Santa Catarina,0,1/1/1998
5519,1999,Fevereiro,Santa Catarina,2,1/1/1999
5520,2000,Fevereiro,Santa Catarina,8,1/1/2000
5521,2001,Fevereiro,Santa Catarina,0,1/1/2001
5522,2002,Fevereiro,Santa Catarina,5,1/1/2002
5523,2003,Fevereiro,Santa Catarina,43,1/1/2003
5524,2004,Fevereiro,Santa Catarina,29,1/1/2004
5525,2005,Fevereiro,Santa Catarina,46,1/1/2005
5526,2006,Fevereiro,Santa Catarina,18,1/1/2006
5527,2007,Fevereiro,Santa Catarina,14,1/1/2007
5528,2008,Fevereiro,Santa Catarina,29,1/1/2008
5529,2009,Fevereiro,Santa Catarina,7,1/1/2009
5530,2010,Fevereiro,Santa Catarina,15,1/1/2010
5531,2011,Fevereiro,Santa Catarina,1,1/1/2011
5532,2012,Fevereiro,Santa Catarina,13,1/1/2012
5533,2013,Fevereiro,Santa Catarina,12,1/1/2013
5534,2014,Fevereiro,Santa Catarina,27,1/1/2014
5535,2015,Fevereiro,Santa Catarina,23,1/1/2015
5536,2016,Fevereiro,Santa Catarina,10,1/1/2016
5537,2017,Fevereiro,Santa Catarina,31,1/1/2017
5538,1998,Março,Santa Catarina,0,1/1/1998
5539,1999,Março,Santa Catarina,7,1/1/1999
5540,2000,Março,Santa Catarina,46,1/1/2000
5541,2001,Março,Santa Catarina,1,1/1/2001
5542,2002,Março,Santa Catarina,12,1/1/2002
5543,2003,Março,Santa Catarina,58,1/1/2003
5544,2004,Março,Santa Catarina,73,1/1/2004
5545,2005,Março,Santa Catarina,92,1/1/2005
5546,2006,Março,Santa Catarina,48,1/1/2006
5547,2007,Março,Santa Catarina,23,1/1/2007
5548,2008,Março,Santa Catarina,14,1/1/2008
5549,2009,Março,Santa Catarina,33,1/1/2009
5550,2010,Março,Santa Catarina,9,1/1/2010
5551,2011,Março,Santa Catarina,8,1/1/2011
5552,2012,Março,Santa Catarina,65,1/1/2012
5553,2013,Março,Santa Catarina,14,1/1/2013
5554,2014,Março,Santa Catarina,15,1/1/2014
5555,2015,Março,Santa Catarina,37,1/1/2015
5556,2016,Março,Santa Catarina,21,1/1/2016
5557,2017,Março,Santa Catarina,12,1/1/2017
5558,1998,Abril,Santa Catarina,0,1/1/1998
5559,1999,Abril,Santa Catarina,0,1/1/1999
5560,2000,Abril,Santa Catarina,7,1/1/2000
5561,2001,Abril,Santa Catarina,1,1/1/2001
5562,2002,Abril,Santa Catarina,7,1/1/2002
5563,2003,Abril,Santa Catarina,120,1/1/2003
5564,2004,Abril,Santa Catarina,59,1/1/2004
5565,2005,Abril,Santa Catarina,25,1/1/2005
5566,2006,Abril,Santa Catarina,30,1/1/2006
5567,2007,Abril,Santa Catarina,2,1/1/2007
5568,2008,Abril,Santa Catarina,31,1/1/2008
5569,2009,Abril,Santa Catarina,57,1/1/2009
5570,2010,Abril,Santa Catarina,19,1/1/2010
5571,2011,Abril,Santa Catarina,5,1/1/2011
5572,2012,Abril,Santa Catarina,40,1/1/2012
5573,2013,Abril,Santa Catarina,46,1/1/2013
5574,2014,Abril,Santa Catarina,34,1/1/2014
5575,2015,Abril,Santa Catarina,32,1/1/2015
5576,2016,Abril,Santa Catarina,36,1/1/2016
5577,2017,Abril,Santa Catarina,26,1/1/2017
5578,1998,Maio,Santa Catarina,0,1/1/1998
5579,1999,Maio,Santa Catarina,1,1/1/1999
5580,2000,Maio,Santa Catarina,0,1/1/2000
5581,2001,Maio,Santa Catarina,2,1/1/2001
5582,2002,Maio,Santa Catarina,3,1/1/2002
5583,2003,Maio,Santa Catarina,84,1/1/2003
5584,2004,Maio,Santa Catarina,2,1/1/2004
5585,2005,Maio,Santa Catarina,21,1/1/2005
5586,2006,Maio,Santa Catarina,33,1/1/2006
5587,2007,Maio,Santa Catarina,2,1/1/2007
5588,2008,Maio,Santa Catarina,15,1/1/2008
5589,2009,Maio,Santa Catarina,33,1/1/2009
5590,2010,Maio,Santa Catarina,1,1/1/2010
5591,2011,Maio,Santa Catarina,16,1/1/2011
5592,2012,Maio,Santa Catarina,60,1/1/2012
5593,2013,Maio,Santa Catarina,52,1/1/2013
5594,2014,Maio,Santa Catarina,42,1/1/2014
5595,2015,Maio,Santa Catarina,70,1/1/2015
5596,2016,Maio,Santa Catarina,26,1/1/2016
5597,2017,Maio,Santa Catarina,36,1/1/2017
5598,1998,Junho,Santa Catarina,2,1/1/1998
5599,1999,Junho,Santa Catarina,0,1/1/1999
5600,2000,Junho,Santa Catarina,2,1/1/2000
5601,2001,Junho,Santa Catarina,1,1/1/2001
5602,2002,Junho,Santa Catarina,0,1/1/2002
5603,2003,Junho,Santa Catarina,68,1/1/2003
5604,2004,Junho,Santa Catarina,127,1/1/2004
5605,2005,Junho,Santa Catarina,58,1/1/2005
5606,2006,Junho,Santa Catarina,32,1/1/2006
5607,2007,Junho,Santa Catarina,11,1/1/2007
5608,2008,Junho,Santa Catarina,2,1/1/2008
5609,2009,Junho,Santa Catarina,14,1/1/2009
5610,2010,Junho,Santa Catarina,1,1/1/2010
5611,2011,Junho,Santa Catarina,26,1/1/2011
5612,2012,Junho,Santa Catarina,42,1/1/2012
5613,2013,Junho,Santa Catarina,31,1/1/2013
5614,2014,Junho,Santa Catarina,3,1/1/2014
5615,2015,Junho,Santa Catarina,104,1/1/2015
5616,2016,Junho,Santa Catarina,79,1/1/2016
5617,2017,Junho,Santa Catarina,70,1/1/2017
5618,1998,Julho,Santa Catarina,0,1/1/1998
5619,1999,Julho,Santa Catarina,2,1/1/1999
5620,2000,Julho,Santa Catarina,21,1/1/2000
5621,2001,Julho,Santa Catarina,5,1/1/2001
5622,2002,Julho,Santa Catarina,82,1/1/2002
5623,2003,Julho,Santa Catarina,43,1/1/2003
5624,2004,Julho,Santa Catarina,94,1/1/2004
5625,2005,Julho,Santa Catarina,90,1/1/2005
5626,2006,Julho,Santa Catarina,74,1/1/2006
5627,2007,Julho,Santa Catarina,12,1/1/2007
5628,2008,Julho,Santa Catarina,46,1/1/2008
5629,2009,Julho,Santa Catarina,26,1/1/2009
5630,2010,Julho,Santa Catarina,31,1/1/2010
5631,2011,Julho,Santa Catarina,31,1/1/2011
5632,2012,Julho,Santa Catarina,42,1/1/2012
5633,2013,Julho,Santa Catarina,69,1/1/2013
5634,2014,Julho,Santa Catarina,82,1/1/2014
5635,2015,Julho,Santa Catarina,45,1/1/2015
5636,2016,Julho,Santa Catarina,480,1/1/2016
5637,2017,Julho,Santa Catarina,591,1/1/2017
5638,1998,Agosto,Santa Catarina,0,1/1/1998
5639,1999,Agosto,Santa Catarina,51,1/1/1999
5640,2000,Agosto,Santa Catarina,69,1/1/2000
5641,2001,Agosto,Santa Catarina,24,1/1/2001
5642,2002,Agosto,Santa Catarina,702,1/1/2002
5643,2003,Agosto,Santa Catarina,1.513,1/1/2003
5644,2004,Agosto,Santa Catarina,728,1/1/2004
5645,2005,Agosto,Santa Catarina,391,1/1/2005
5646,2006,Agosto,Santa Catarina,728,1/1/2006
5647,2007,Agosto,Santa Catarina,462,1/1/2007
5648,2008,Agosto,Santa Catarina,,1/1/2008
5649,2009,Agosto,Santa Catarina,759,1/1/2009
5650,2010,Agosto,Santa Catarina,511,1/1/2010
5651,2011,Agosto,Santa Catarina,175,1/1/2011
5652,2012,Agosto,Santa Catarina,398,1/1/2012
5653,2013,Agosto,Santa Catarina,236,1/1/2013
5654,2014,Agosto,Santa Catarina,459,1/1/2014
5655,2015,Agosto,Santa Catarina,379,1/1/2015
5656,2016,Agosto,Santa Catarina,,1/1/2016
5657,2017,Agosto,Santa Catarina,713,1/1/2017
5658,1998,Setembro,Santa Catarina,6,1/1/1998
5659,1999,Setembro,Santa Catarina,101,1/1/1999
5660,2000,Setembro,Santa Catarina,36,1/1/2000
5661,2001,Setembro,Santa Catarina,18,1/1/2001
5662,2002,Setembro,Santa Catarina,416,1/1/2002
5663,2003,Setembro,Santa Catarina,1.339,1/1/2003
5664,2004,Setembro,Santa Catarina,755,1/1/2004
5665,2005,Setembro,Santa Catarina,116,1/1/2005
5666,2006,Setembro,Santa Catarina,530,1/1/2006
5667,2007,Setembro,Santa Catarina,617,1/1/2007
5668,2008,Setembro,Santa Catarina,233,1/1/2008
5669,2009,Setembro,Santa Catarina,47,1/1/2009
5670,2010,Setembro,Santa Catarina,198,1/1/2010
5671,2011,Setembro,Santa Catarina,450,1/1/2011
5672,2012,Setembro,Santa Catarina,188,1/1/2012
5673,2013,Setembro,Santa Catarina,303,1/1/2013
5674,2014,Setembro,Santa Catarina,208,1/1/2014
5675,2015,Setembro,Santa Catarina,156,1/1/2015
5676,2016,Setembro,Santa Catarina,644,1/1/2016
5677,2017,Setembro,Santa Catarina,626,1/1/2017
5678,1998,Outubro,Santa Catarina,4,1/1/1998
5679,1999,Outubro,Santa Catarina,16,1/1/1999
5680,2000,Outubro,Santa Catarina,55,1/1/2000
5681,2001,Outubro,Santa Catarina,26,1/1/2001
5682,2002,Outubro,Santa Catarina,42,1/1/2002
5683,2003,Outubro,Santa Catarina,669,1/1/2003
5684,2004,Outubro,Santa Catarina,704,1/1/2004
5685,2005,Outubro,Santa Catarina,197,1/1/2005
5686,2006,Outubro,Santa Catarina,269,1/1/2006
5687,2007,Outubro,Santa Catarina,35,1/1/2007
5688,2008,Outubro,Santa Catarina,56,1/1/2008
5689,2009,Outubro,Santa Catarina,252,1/1/2009
5690,2010,Outubro,Santa Catarina,76,1/1/2010
5691,2011,Outubro,Santa Catarina,102,1/1/2011
5692,2012,Outubro,Santa Catarina,34,1/1/2012
5693,2013,Outubro,Santa Catarina,,1/1/2013
5694,2014,Outubro,Santa Catarina,122,1/1/2014
5695,2015,Outubro,Santa Catarina,21,1/1/2015
5696,2016,Outubro,Santa Catarina,56,1/1/2016
5697,2017,Outubro,Santa Catarina,51,1/1/2017
5698,1998,Novembro,Santa Catarina,21,1/1/1998
5699,1999,Novembro,Santa Catarina,84,1/1/1999
5700,2000,Novembro,Santa Catarina,19,1/1/2000
5701,2001,Novembro,Santa Catarina,66,1/1/2001
5702,2002,Novembro,Santa Catarina,348,1/1/2002
5703,2003,Novembro,Santa Catarina,347,1/1/2003
5704,2004,Novembro,Santa Catarina,279,1/1/2004
5705,2005,Novembro,Santa Catarina,384,1/1/2005
5706,2006,Novembro,Santa Catarina,45,1/1/2006
5707,2007,Novembro,Santa Catarina,26,1/1/2007
5708,2008,Novembro,Santa Catarina,16,1/1/2008
5709,2009,Novembro,Santa Catarina,61,1/1/2009
5710,2010,Novembro,Santa Catarina,88,1/1/2010
5711,2011,Novembro,Santa Catarina,79,1/1/2011
5712,2012,Novembro,Santa Catarina,72,1/1/2012
5713,2013,Novembro,Santa Catarina,84,1/1/2013
5714,2014,Novembro,Santa Catarina,43,1/1/2014
5715,2015,Novembro,Santa Catarina,9,1/1/2015
5716,2016,Novembro,Santa Catarina,156,1/1/2016
5717,2017,Novembro,Santa Catarina,152,1/1/2017
5718,1998,Dezembro,Santa Catarina,26,1/1/1998
5719,1999,Dezembro,Santa Catarina,89,1/1/1999
5720,2000,Dezembro,Santa Catarina,29,1/1/2000
5721,2001,Dezembro,Santa Catarina,45,1/1/2001
5722,2002,Dezembro,Santa Catarina,76,1/1/2002
5723,2003,Dezembro,Santa Catarina,129,1/1/2003
5724,2004,Dezembro,Santa Catarina,68,1/1/2004
5725,2005,Dezembro,Santa Catarina,17,1/1/2005
5726,2006,Dezembro,Santa Catarina,7,1/1/2006
5727,2007,Dezembro,Santa Catarina,17,1/1/2007
5728,2008,Dezembro,Santa Catarina,29,1/1/2008
5729,2009,Dezembro,Santa Catarina,20,1/1/2009
5730,2010,Dezembro,Santa Catarina,23,1/1/2010
5731,2011,Dezembro,Santa Catarina,24,1/1/2011
5732,2012,Dezembro,Santa Catarina,32,1/1/2012
5733,2013,Dezembro,Santa Catarina,,1/1/2013
5734,2014,Dezembro,Santa Catarina,45,1/1/2014
5735,2015,Dezembro,Santa Catarina,19,1/1/2015
5736,2016,Dezembro,Santa Catarina,20,1/1/2016
5737,1998,Janeiro,Sao Paulo,0,1/1/1998
5738,1999,Janeiro,Sao Paulo,7,1/1/1999
5739,2000,Janeiro,Sao Paulo,36,1/1/2000
5740,2001,Janeiro,Sao Paulo,26,1/1/2001
5741,2002,Janeiro,Sao Paulo,19,1/1/2002
5742,2003,Janeiro,Sao Paulo,59,1/1/2003
5743,2004,Janeiro,Sao Paulo,37,1/1/2004
5744,2005,Janeiro,Sao Paulo,26,1/1/2005
5745,2006,Janeiro,Sao Paulo,76,1/1/2006
5746,2007,Janeiro,Sao Paulo,14,1/1/2007
5747,2008,Janeiro,Sao Paulo,34,1/1/2008
5748,2009,Janeiro,Sao Paulo,12,1/1/2009
5749,2010,Janeiro,Sao Paulo,45,1/1/2010
5750,2011,Janeiro,Sao Paulo,75,1/1/2011
5751,2012,Janeiro,Sao Paulo,38,1/1/2012
5752,2013,Janeiro,Sao Paulo,36,1/1/2013
5753,2014,Janeiro,Sao Paulo,99,1/1/2014
5754,2015,Janeiro,Sao Paulo,120,1/1/2015
5755,2016,Janeiro,Sao Paulo,85,1/1/2016
5756,2017,Janeiro,Sao Paulo,28,1/1/2017
5757,1998,Fevereiro,Sao Paulo,0,1/1/1998
5758,1999,Fevereiro,Sao Paulo,47,1/1/1999
5759,2000,Fevereiro,Sao Paulo,25,1/1/2000
5760,2001,Fevereiro,Sao Paulo,25,1/1/2001
5761,2002,Fevereiro,Sao Paulo,19,1/1/2002
5762,2003,Fevereiro,Sao Paulo,137,1/1/2003
5763,2004,Fevereiro,Sao Paulo,41,1/1/2004
5764,2005,Fevereiro,Sao Paulo,78,1/1/2005
5765,2006,Fevereiro,Sao Paulo,59,1/1/2006
5766,2007,Fevereiro,Sao Paulo,96,1/1/2007
5767,2008,Fevereiro,Sao Paulo,30,1/1/2008
5768,2009,Fevereiro,Sao Paulo,65,1/1/2009
5769,2010,Fevereiro,Sao Paulo,152,1/1/2010
5770,2011,Fevereiro,Sao Paulo,73,1/1/2011
5771,2012,Fevereiro,Sao Paulo,81,1/1/2012
5772,2013,Fevereiro,Sao Paulo,100,1/1/2013
5773,2014,Fevereiro,Sao Paulo,112,1/1/2014
5774,2015,Fevereiro,Sao Paulo,69,1/1/2015
5775,2016,Fevereiro,Sao Paulo,188,1/1/2016
5776,2017,Fevereiro,Sao Paulo,107,1/1/2017
5777,1998,Março,Sao Paulo,0,1/1/1998
5778,1999,Março,Sao Paulo,78,1/1/1999
5779,2000,Março,Sao Paulo,26,1/1/2000
5780,2001,Março,Sao Paulo,35,1/1/2001
5781,2002,Março,Sao Paulo,111,1/1/2002
5782,2003,Março,Sao Paulo,86,1/1/2003
5783,2004,Março,Sao Paulo,73,1/1/2004
5784,2005,Março,Sao Paulo,73,1/1/2005
5785,2006,Março,Sao Paulo,106,1/1/2006
5786,2007,Março,Sao Paulo,152,1/1/2007
5787,2008,Março,Sao Paulo,72,1/1/2008
5788,2009,Março,Sao Paulo,55,1/1/2009
5789,2010,Março,Sao Paulo,111,1/1/2010
5790,2011,Março,Sao Paulo,45,1/1/2011
5791,2012,Março,Sao Paulo,99,1/1/2012
5792,2013,Março,Sao Paulo,57,1/1/2013
5793,2014,Março,Sao Paulo,75,1/1/2014
5794,2015,Março,Sao Paulo,68,1/1/2015
5795,2016,Março,Sao Paulo,82,1/1/2016
5796,2017,Março,Sao Paulo,103,1/1/2017
5797,1998,Abril,Sao Paulo,0,1/1/1998
5798,1999,Abril,Sao Paulo,291,1/1/1999
5799,2000,Abril,Sao Paulo,102,1/1/2000
5800,2001,Abril,Sao Paulo,61,1/1/2001
5801,2002,Abril,Sao Paulo,178,1/1/2002
5802,2003,Abril,Sao Paulo,106,1/1/2003
5803,2004,Abril,Sao Paulo,36,1/1/2004
5804,2005,Abril,Sao Paulo,62,1/1/2005
5805,2006,Abril,Sao Paulo,63,1/1/2006
5806,2007,Abril,Sao Paulo,44,1/1/2007
5807,2008,Abril,Sao Paulo,84,1/1/2008
5808,2009,Abril,Sao Paulo,67,1/1/2009
5809,2010,Abril,Sao Paulo,91,1/1/2010
5810,2011,Abril,Sao Paulo,52,1/1/2011
5811,2012,Abril,Sao Paulo,82,1/1/2012
5812,2013,Abril,Sao Paulo,103,1/1/2013
5813,2014,Abril,Sao Paulo,103,1/1/2014
5814,2015,Abril,Sao Paulo,76,1/1/2015
5815,2016,Abril,Sao Paulo,307,1/1/2016
5816,2017,Abril,Sao Paulo,41,1/1/2017
5817,1998,Maio,Sao Paulo,0,1/1/1998
5818,1999,Maio,Sao Paulo,500,1/1/1999
5819,2000,Maio,Sao Paulo,300,1/1/2000
5820,2001,Maio,Sao Paulo,211,1/1/2001
5821,2002,Maio,Sao Paulo,319,1/1/2002
5822,2003,Maio,Sao Paulo,69,1/1/2003
5823,2004,Maio,Sao Paulo,60,1/1/2004
5824,2005,Maio,Sao Paulo,212,1/1/2005
5825,2006,Maio,Sao Paulo,88,1/1/2006
5826,2007,Maio,Sao Paulo,69,1/1/2007
5827,2008,Maio,Sao Paulo,40,1/1/2008
5828,2009,Maio,Sao Paulo,142,1/1/2009
5829,2010,Maio,Sao Paulo,150,1/1/2010
5830,2011,Maio,Sao Paulo,136,1/1/2011
5831,2012,Maio,Sao Paulo,82,1/1/2012
5832,2013,Maio,Sao Paulo,118,1/1/2013
5833,2014,Maio,Sao Paulo,181,1/1/2014
5834,2015,Maio,Sao Paulo,65,1/1/2015
5835,2016,Maio,Sao Paulo,139,1/1/2016
5836,2017,Maio,Sao Paulo,43,1/1/2017
5837,1998,Junho,Sao Paulo,451,1/1/1998
5838,1999,Junho,Sao Paulo,522,1/1/1999
5839,2000,Junho,Sao Paulo,606,1/1/2000
5840,2001,Junho,Sao Paulo,346,1/1/2001
5841,2002,Junho,Sao Paulo,562,1/1/2002
5842,2003,Junho,Sao Paulo,132,1/1/2003
5843,2004,Junho,Sao Paulo,231,1/1/2004
5844,2005,Junho,Sao Paulo,236,1/1/2005
5845,2006,Junho,Sao Paulo,97,1/1/2006
5846,2007,Junho,Sao Paulo,91,1/1/2007
5847,2008,Junho,Sao Paulo,25,1/1/2008
5848,2009,Junho,Sao Paulo,125,1/1/2009
5849,2010,Junho,Sao Paulo,143,1/1/2010
5850,2011,Junho,Sao Paulo,210,1/1/2011
5851,2012,Junho,Sao Paulo,30,1/1/2012
5852,2013,Junho,Sao Paulo,47,1/1/2013
5853,2014,Junho,Sao Paulo,331,1/1/2014
5854,2015,Junho,Sao Paulo,147,1/1/2015
5855,2016,Junho,Sao Paulo,197,1/1/2016
5856,2017,Junho,Sao Paulo,217,1/1/2017
5857,1998,Julho,Sao Paulo,596,1/1/1998
5858,1999,Julho,Sao Paulo,684,1/1/1999
5859,2000,Julho,Sao Paulo,770,1/1/2000
5860,2001,Julho,Sao Paulo,538,1/1/2001
5861,2002,Julho,Sao Paulo,448,1/1/2002
5862,2003,Julho,Sao Paulo,171,1/1/2003
5863,2004,Julho,Sao Paulo,342,1/1/2004
5864,2005,Julho,Sao Paulo,284,1/1/2005
5865,2006,Julho,Sao Paulo,245,1/1/2006
5866,2007,Julho,Sao Paulo,94,1/1/2007
5867,2008,Julho,Sao Paulo,126,1/1/2008
5868,2009,Julho,Sao Paulo,110,1/1/2009
5869,2010,Julho,Sao Paulo,600,1/1/2010
5870,2011,Julho,Sao Paulo,479,1/1/2011
5871,2012,Julho,Sao Paulo,179,1/1/2012
5872,2013,Julho,Sao Paulo,181,1/1/2013
5873,2014,Julho,Sao Paulo,476,1/1/2014
5874,2015,Julho,Sao Paulo,149,1/1/2015
5875,2016,Julho,Sao Paulo,687,1/1/2016
5876,2017,Julho,Sao Paulo,802,1/1/2017
5877,1998,Agosto,Sao Paulo,581,1/1/1998
5878,1999,Agosto,Sao Paulo,1.211,1/1/1999
5879,2000,Agosto,Sao Paulo,915,1/1/2000
5880,2001,Agosto,Sao Paulo,595,1/1/2001
5881,2002,Agosto,Sao Paulo,719,1/1/2002
5882,2003,Agosto,Sao Paulo,934,1/1/2003
5883,2004,Agosto,Sao Paulo,794,1/1/2004
5884,2005,Agosto,Sao Paulo,522,1/1/2005
5885,2006,Agosto,Sao Paulo,572,1/1/2006
5886,2007,Agosto,Sao Paulo,470,1/1/2007
5887,2008,Agosto,Sao Paulo,153,1/1/2008
5888,2009,Agosto,Sao Paulo,289,1/1/2009
5889,2010,Agosto,Sao Paulo,1.809,1/1/2010
5890,2011,Agosto,Sao Paulo,1.067,1/1/2011
5891,2012,Agosto,Sao Paulo,435,1/1/2012
5892,2013,Agosto,Sao Paulo,497,1/1/2013
5893,2014,Agosto,Sao Paulo,1.458,1/1/2014
5894,2015,Agosto,Sao Paulo,643,1/1/2015
5895,2016,Agosto,Sao Paulo,797,1/1/2016
5896,2017,Agosto,Sao Paulo,981,1/1/2017
5897,1998,Setembro,Sao Paulo,525,1/1/1998
5898,1999,Setembro,Sao Paulo,,1/1/1999
5899,2000,Setembro,Sao Paulo,582,1/1/2000
5900,2001,Setembro,Sao Paulo,425,1/1/2001
5901,2002,Setembro,Sao Paulo,302,1/1/2002
